24.910846404811572,23.746194969179896,22.70580460627555,22.876571946583546,22.912199583330235

23.762233176523107,23.75112106977918,23.815550453674895,23.62207203412625,21.26541283691415

24.64480597716916,23.768528359697676,23.713667542762938,22.447102909926596,22.129338506305036

24.385097820125722,23.20860466185691,23.66987163941749,22.787102855525124,22.211729846506408

24.6749906146185,23.941981387596606,22.91050799407111,23.3373864769737,22.146542745951024

24.214804331515325,23.783906020474834,23.77460076440712,23.044658112486406,22.4114991962682

23.943845445866973,23.716692863473554,23.875610158625072,22.989630440888625,22.173785841437514

24.48664092283013,23.99875302767536,23.674945732864295,23.57277904930914,22.082932076139763

